;name;layer_key;kernel_index;layer_index;n_bits_flipped;bit_disrupted;q_aware_test_accuracy;q_aware_test_acc_degradation;q_aware_test_loss
;model-original;;;;;;(0.9114999771118164, 0.9117);;(0.2890910804271698, 0.3396423)
70;4_20230518 16:32:04;quant_conv2d;1;2;11;15;0.8895000219345093;-0.022099971771240234;0.36163559556007385
71;4_20230518 16:32:09;quant_conv2d;1;2;12;15;0.8896999955177307;-0.0218999981880188;0.37133172154426575
72;4_20230518 16:32:14;quant_conv2d;1;2;13;31;0.887499988079071;-0.024100005626678467;0.38627487421035767
73;4_20230518 16:32:19;quant_conv2d;1;2;14;31;0.8863000273704529;-0.02529996633529663;0.3842832148075104
74;4_20230518 16:32:25;quant_conv2d;1;2;15;7;0.8822000026702881;-0.029399991035461426;0.3982318341732025
75;5_20230518 16:32:28;quant_conv2d;1;2;1;7;0.9092000126838684;-0.0023999810218811035;0.2965241074562073
76;5_20230518 16:32:31;quant_conv2d;1;2;2;31;0.9085000157356262;-0.003099977970123291;0.30335190892219543
77;5_20230518 16:32:34;quant_conv2d;1;2;3;15;0.9054999947547913;-0.006099998950958252;0.3063349723815918
78;5_20230518 16:32:37;quant_conv2d;1;2;4;7;0.9041000008583069;-0.007499992847442627;0.3155931532382965
79;5_20230518 16:32:41;quant_conv2d;1;2;5;23;0.9010000228881836;-0.010599970817565918;0.32808685302734375
80;5_20230518 16:32:45;quant_conv2d;1;2;6;15;0.9007999897003174;-0.010800004005432129;0.32647618651390076
81;5_20230518 16:32:49;quant_conv2d;1;2;7;31;0.9017000198364258;-0.00989997386932373;0.33696383237838745
82;5_20230518 16:32:53;quant_conv2d;1;2;8;31;0.8960000276565552;-0.015599966049194336;0.34578293561935425
83;5_20230518 16:32:58;quant_conv2d;1;2;9;15;0.8948000073432922;-0.016799986362457275;0.35174107551574707
84;5_20230518 16:33:02;quant_conv2d;1;2;10;31;0.89410001039505;-0.017499983310699463;0.3544704020023346
85;5_20230518 16:33:08;quant_conv2d;1;2;11;15;0.8920000195503235;-0.019599974155426025;0.36182835698127747
